DS-CC UNT 10.1 & 24 & 150 & 22 & 11 & 44 & 4 \\
DS-CC UNT 10.2 & 24 & 96 & 16 & 9 & 44 & 7 \\
DS-CC UNT 10.3 & 24 & 58 & 7 & 5 & 21 & 3 \\
DS-CC UNT 10.4 & 24 & 89 & 18 & 11 & 41 & 7 \\
DS-CC UNT 10.5 & 24 & 149 & 32 & 12 & 59 & 9 \\
DS-CC UNT 10.6 & 24 & 130 & 19 & 14 & 58 & 1 \\
DS-CC UNT 10.7 & 24 & 66 & 7 & 7 & 23 & 1 \\
DS-CC UNT 1.1 & 29 & 226 & 21 & 12 & 58 & 8 \\
DS-CC UNT 11.1 & 30 & 91 & 10 & 7 & 27 & 2 \\
DS-CC UNT 11.10 & 30 & 196 & 26 & 10 & 47 & 4 \\
DS-CC UNT 11.2 & 30 & 58 & 7 & 7 & 27 & 1 \\
DS-CC UNT 11.3 & 30 & 155 & 15 & 10 & 46 & 2 \\
DS-CC UNT 11.5 & 30 & 159 & 18 & 11 & 60 & 2 \\
DS-CC UNT 11.6 & 30 & 102 & 9 & 8 & 29 & 1 \\
DS-CC UNT 11.7 & 30 & 185 & 21 & 9 & 42 & 7 \\
DS-CC UNT 11.8 & 30 & 188 & 22 & 10 & 50 & 10 \\
DS-CC UNT 11.9 & 30 & 208 & 23 & 9 & 50 & 11 \\
DS-CC UNT 1.2 & 29 & 162 & 14 & 14 & 55 & 1 \\
DS-CC UNT 12.1 & 28 & 76 & 12 & 5 & 27 & 5 \\
DS-CC UNT 12.10 & 28 & 115 & 13 & 17 & 79 & 1 \\
DS-CC UNT 12.2 & 28 & 195 & 18 & 12 & 52 & 1 \\
DS-CC UNT 12.3 & 28 & 45 & 5 & 2 & 10 & 1 \\
DS-CC UNT 12.4 & 28 & 217 & 31 & 12 & 66 & 14 \\
DS-CC UNT 12.5 & 28 & 172 & 18 & 14 & 76 & 3 \\
DS-CC UNT 12.6 & 28 & 169 & 24 & 10 & 41 & 4 \\
DS-CC UNT 12.7 & 28 & 65 & 9 & 9 & 27 & 1 \\
DS-CC UNT 12.8 & 28 & 181 & 23 & 15 & 80 & 2 \\
DS-CC UNT 12.9 & 28 & 220 & 38 & 21 & 84 & 2 \\
DS-CC UNT 1.3 & 29 & 282 & 26 & 26 & 114 & 4 \\
DS-CC UNT 1.4 & 29 & 33 & 5 & 3 & 14 & 1 \\
DS-CC UNT 1.5 & 29 & 122 & 15 & 8 & 35 & 5 \\
DS-CC UNT 1.6 & 29 & 136 & 18 & 12 & 55 & 3 \\
DS-CC UNT 1.7 & 29 & 164 & 29 & 15 & 60 & 1 \\
DS-CC UNT 2.1 & 30 & 132 & 12 & 10 & 46 & 2 \\
DS-CC UNT 2.2 & 30 & 156 & 26 & 10 & 51 & 8 \\
DS-CC UNT 2.3 & 30 & 189 & 21 & 12 & 54 & 4 \\
DS-CC UNT 2.4 & 30 & 88 & 9 & 5 & 28 & 2 \\
DS-CC UNT 2.5 & 30 & 100 & 8 & 9 & 48 & 0 \\
DS-CC UNT 2.6 & 30 & 223 & 27 & 26 & 164 & 7 \\
DS-CC UNT 2.7 & 30 & 177 & 15 & 9 & 36 & 0 \\
DS-CC UNT 3.1 & 31 & 76 & 13 & 7 & 30 & 5 \\
DS-CC UNT 3.2 & 31 & 89 & 12 & 10 & 46 & 2 \\
DS-CC UNT 3.3 & 31 & 156 & 19 & 11 & 50 & 2 \\
DS-CC UNT 3.4 & 31 & 159 & 17 & 9 & 41 & 7 \\
DS-CC UNT 3.5 & 31 & 110 & 14 & 11 & 60 & 1 \\
DS-CC UNT 3.6 & 31 & 152 & 19 & 10 & 40 & 5 \\
DS-CC UNT 3.7 & 31 & 201 & 21 & 14 & 65 & 2 \\
DS-CC UNT 4.1 & 30 & 184 & 19 & 14 & 61 & 3 \\
DS-CC UNT 4.2 & 30 & 227 & 27 & 16 & 79 & 11 \\
DS-CC UNT 4.3 & 30 & 157 & 15 & 17 & 79 & 2 \\
DS-CC UNT 4.4 & 30 & 198 & 24 & 14 & 55 & 2 \\
DS-CC UNT 4.5 & 30 & 126 & 12 & 11 & 51 & 1 \\
DS-CC UNT 4.6 & 30 & 56 & 4 & 6 & 26 & 1 \\
DS-CC UNT 4.7 & 30 & 68 & 6 & 11 & 47 & 1 \\
DS-CC UNT 5.1 & 28 & 170 & 24 & 8 & 45 & 11 \\
DS-CC UNT 5.2 & 28 & 133 & 25 & 7 & 39 & 14 \\
DS-CC UNT 5.3 & 28 & 144 & 18 & 13 & 50 & 1 \\
DS-CC UNT 5.4 & 28 & 85 & 10 & 7 & 23 & 1 \\
